0001. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932000, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0370
0843. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c2130
0844. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c03b0
0845. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c2350
0846. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2350, New Node: 1dd6d5c03b0
0847. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c2070
0848. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2070, New Node: 1dd6d5c03b0
0849. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c03d0
0850. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c0410
0851. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0410, New Node: 1dd6d5c03d0
0852. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c0310
0853. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c03d0
0854. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c0370
0855. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c03d0
0856. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c0310
0857. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c03d0
0858. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c03b0
0859. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c0150
0860. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c02d0
0861. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
0862. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 0
0863. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c0250
0864. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c23b0
0865. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23b0, New Node: 1dd6d5c0250
0866. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c1dd0
0867. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0150
0868. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1f30
0869. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1f30, New Node: 1dd6d5c0150
0870. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0450
0871. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0150
0872. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0310
0873. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c0150
0874. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0450
0875. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0450, New Node: 1dd6d5c0150
0876. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0170
0877. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0150
0878. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1dd0
0879. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0250
0880. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c20b0
0881. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c20b0, New Node: 1dd6d5c0250
0882. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2010
0883. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2010, New Node: 1dd6d5c0250
0884. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2110
0885. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2110, New Node: 1dd6d5c0250
0886. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2090
0887. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1ed0
0888. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1ed0, New Node: 1dd6d5c02d0
0889. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c24d0
0890. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c24d0, New Node: 1dd6d5c02d0
0891. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
0892. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
0893. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0310
0894. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c02d0
0895. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0390
0896. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0390, New Node: 1dd6d5c02d0
0897. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1ed0
0898. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1ed0, New Node: 1dd6d5c0150
0899. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c1e70
0900. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e70, New Node: 1dd6d5c2370
0901. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2370, New Node: 1dd6d5c2130
0902. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c2370
0903. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2370, New Node: 1dd6d5c23b0
0904. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23b0, New Node: 1dd6d5c2370
0905. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2370, New Node: 1dd6d5c1e70
0906. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e70, New Node: 1dd6d5c03d0
0907. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c1dd0
0908. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c0250
0909. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c1e10
0910. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e10, New Node: 1dd6d5c0250
0911. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
0912. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0250
0913. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
0914. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
0915. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
0916. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0250
0917. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c1dd0
0918. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1dd0, New Node: 1dd6d5c03d0
0919. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c1e70
0920. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e70, New Node: 1dd6d5c2370
0921. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0450
0922. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0450, New Node: 1dd6d5c23d0
0923. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0150
0924. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c23d0
0925. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0170
0926. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0170, New Node: 1dd6d5c23d0
0927. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0250
0928. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c23d0
0929. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c1f50
0930. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1f50, New Node: 1dd6d5c23d0
0931. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c1e10
0932. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e10, New Node: 1dd6d5c23d0
0933. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c1d90
0934. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c23d0
0935. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c2470
0936. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2470, New Node: 1dd6d5c23d0
0937. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c2210
0938. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2210, New Node: 1dd6d5c23d0
0939. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0450
0940. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0450, New Node: 1dd6d5c23d0
0941. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c03d0
0942. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c23d0
0943. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0310
0944. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c23d0
0945. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0150
0946. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c23d0
0947. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c0310
0948. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c23d0
0949. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c2410
0950. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2410, New Node: 1dd6d5c23d0
0951. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c1e10
0952. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e10, New Node: 1dd6d5c23d0
0953. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c2290
0954. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2410
0955. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2410, New Node: 1dd6d5c02d0
0956. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2130
0957. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c0310
0958. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1e50
0959. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e50, New Node: 1dd6d5c0450
0960. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0450, New Node: 1dd6d5c2450
0961. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2450, New Node: 1dd6d5c03d0
0962. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c2450
0963. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2450, New Node: 1dd6d5c2310
0964. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2310, New Node: 1dd6d5c2450
0965. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2450, New Node: 1dd6d5c0450
0966. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0450, New Node: 1dd6d5c1e50
0967. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e50, New Node: 1dd6d5c0310
0968. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c2130
0969. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c02d0
0970. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2410
0971. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2410, New Node: 1dd6d5c0250
0972. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 0
0973. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 0, New Node: 1dd6d5c0250
0974. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
0975. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0170
0976. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0170, New Node: 1dd6d5c03b0
0977. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c02d0
0978. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c03b0
0979. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c2250
0980. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2250, New Node: 1dd6d5c03b0
0981. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c1e90
0982. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e90, New Node: 1dd6d5c03b0
0983. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c23d0
0984. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23d0, New Node: 1dd6d5c03b0
0985. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c22d0
0986. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c22d0, New Node: 1dd6d5c03b0
0987. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03b0, New Node: 1dd6d5c22b0
0988. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1ff0, New Node: 1dd6d5c0310
0989. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c2070
0990. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2070, New Node: 1dd6d5c02d0
0991. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1d90
0992. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c02d0
0993. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1db0
0994. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c02d0
0995. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1d90
0996. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c0310
0997. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1db0
0998. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c0370
0999. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c2270
1000. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2270, New Node: 1dd6d5c0370
1001. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0390
1002. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0370
1003. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0170
1004. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0170, New Node: 1dd6d5c0370
1005. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0390
1006. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0390, New Node: 1dd6d5c0370
1007. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c1db0
1008. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1db0, New Node: 1dd6d5c0310
1009. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0310, New Node: 1dd6d5c1d90
1010. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1d90, New Node: 1dd6d5c02d0
1011. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2490
1012. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2490, New Node: 1dd6d5c02d0
1013. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c2050
1014. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2050, New Node: 1dd6d5c02d0
1015. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c1e70
1016. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1e70, New Node: 1dd6d5c03d0
1017. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c22d0
1018. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c2290
1019. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2290, New Node: 1dd6d5c2130
1020. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c23f0
1021. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c23f0, New Node: 1dd6d5c2130
1022. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c22b0
1023. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c22b0, New Node: 1dd6d5c2130
1024. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c1f70
1025. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c1f70, New Node: 1dd6d5c2130
1026. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2130, New Node: 1dd6d5c2030
1027. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c2030, New Node: 1dd6d5c0250
1028. Action: PUSH, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c20f0
1029. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c20f0, New Node: 1dd6d5c0250
1030. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c02d0
1031. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c02d0, New Node: 1dd6d5c0250
1032. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0370
1033. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0370, New Node: 1dd6d5c0250
1034. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c03d0
1035. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c03d0, New Node: 1dd6d5c0250
1036. Action: PUSH, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c0150
1037. Action: POP, Thread: 12080, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0150, New Node: 1dd6d5c0250
1038. Action: POP, Thread: 19172, CAS Success: Yes, Timestamp: 41932015, Old Node: 1dd6d5c0250, New Node: 1dd6d5c2030
